time_s,fid_source_v,adc_differential_v
0.0050214,-9.31875285e-07,0.00012780999999995046
0.0050264,-9.54601162e-07,0.00011663999999989016
0.0050314,-9.73058695e-07,0.00010484000000010596
0.0050364,-9.87165403e-07,9.243999999997143e-05
0.0050414,-9.9685826e-07,7.950999999994934e-05
0.0050464,-1.00209397e-06,6.611000000011913e-05
0.0050514,-1.00284918e-06,5.228000000023769e-05
0.0050564,-9.99120559e-07,3.8100000000262924e-05
0.0050614,-9.90924818e-07,2.361999999989095e-05
0.0050664,-9.78298652e-07,8.919999999967843e-06
0.0050714,-9.61298561e-07,-5.949999999810274e-06
0.0050764,-9.40000598e-07,-2.0909999999929596e-05
0.0050814,-9.14500035e-07,-3.590999999980582e-05
0.0050864,-8.84910931e-07,-5.086999999992514e-05
0.0050914,-8.51365624e-07,-6.571999999982481e-05
0.0050964,-8.14014141e-07,-8.040999999980869e-05
0.0051014,-7.73023522e-07,-9.48599999999189e-05
0.0051064,-7.28577079e-07,-0.00010901000000007599
0.0051114,-6.80873572e-07,-0.0001227899999998172
0.0051164,-6.30126322e-07,-0.00013614999999989053
0.0051214,-5.76562256e-07,-0.00014901999999983317
0.0051264,-5.20420894e-07,-0.0001613400000000098
0.0051314,-4.61953276e-07,-0.00017306999999977535
0.0051364,-4.01420839e-07,-0.0001841399999999993
0.0051414,-3.39094253e-07,-0.00019451999999997582
0.0051464,-2.75252202e-07,-0.00020414000000013033
0.0051514,-2.10180146e-07,-0.00021295999999981774
0.0051564,-1.44169042e-07,-0.00022096000000004778
0.0051614,-7.75140406e-08,-0.00022807999999985284
0.0051664,-1.05131684e-08,-0.00023430999999973778
0.0051714,5.65340037e-08,-0.00023960000000000647
0.0051764,1.23327702e-07,-0.0002439299999998923
0.0051814,1.89569288e-07,-0.0002472899999999001
0.0051864,2.54962595e-07,-0.00024965999999970734
0.0051914,3.19215255e-07,-0.0002510299999998189
0.0051964,3.82039999e-07,-0.00025138999999985145
0.0052014,4.43155947e-07,-0.0002507299999998658
0.0052064,5.02289863e-07,-0.00024906999999974033
0.0052114,5.59177375e-07,-0.00024639999999997997
0.0052164,6.13564157e-07,-0.00024274999999995828
0.0052214,6.65207067e-07,-0.00023810999999973603
0.0052264,7.13875235e-07,-0.00023251999999995832
0.0052314,7.59351093e-07,-0.0002260000000000595
0.0052364,8.01431346e-07,-0.000218569999999918
0.0052414,8.39927887e-07,-0.00021026999999973484
0.0052464,8.74668632e-07,-0.000201139999999711
0.0052514,9.05498292e-07,-0.00019121000000010824
0.0052564,9.32279064e-07,-0.00018054000000011783
0.0052614,9.54891254e-07,-0.00016916000000000153
0.0052664,9.73233804e-07,-0.0001571299999998388
0.0052714,9.87224747e-07,-0.0001444899999998306
0.0052764,9.96801575e-07,-0.00013131999999993482
0.0052814,1.00192152e-06,-0.0001176599999999084
0.0052864,1.00256172e-06,-0.00010356999999983074
0.0052914,9.98719383e-07,-8.911999999972053e-05
0.0052964,9.90411722e-07,-7.438000000004052e-05
0.0053014,9.77675931e-07,-5.940000000004275e-05
0.0053064,9.60568999e-07,-4.4260000000129196e-05
0.0053114,9.3916746e-07,-2.9029999999874434e-05
0.0053164,9.13567046e-07,-1.3759999999862771e-05
0.0053214,8.83882264e-07,1.4699999999479019e-06
0.0053264,8.50245879e-07,1.6589999999983007e-05
0.0053314,8.12808325e-07,3.153000000022388e-05
0.0053364,7.71737028e-07,4.624000000008621e-05
0.0053414,7.2721566e-07,6.063000000011698e-05
0.0053464,6.79443315e-07,7.466000000011519e-05
0.0053514,6.28633623e-07,8.824000000018373e-05
0.0053564,5.7501379e-07,0.00010134000000006083
0.0053614,5.18823585e-07,0.00011387000000029346
0.0053664,4.60314265e-07,0.00012579000000023655
0.0053714,3.99747456e-07,0.00013705000000019396
0.0053764,3.37393979e-07,0.00014759000000008626
0.0053814,2.7353264e-07,0.00015737000000015655
0.0053864,2.08448985e-07,0.0001663400000002646
0.0053914,1.42434022e-07,0.00017446000000020945
0.0053964,7.57829184e-08,0.0001817000000001734
0.0054014,8.79368441e-09,0.00018801000000001622
0.0054064,-5.82341617e-08,0.0001933800000002428
0.0054114,-1.25000932e-07,0.00019778000000014728
0.0054164,-1.9120811e-07,0.00020117999999991198
0.0054214,-2.56559683e-07,0.00020357000000004177
0.0054264,-3.20763467e-07,0.00020494000000015333
0.0054314,-3.83532413e-07,0.00020529000000024666
0.0054364,-4.44585892e-07,0.00020460999999993845
0.0054414,-5.03650946e-07,0.00020290000000011688
0.0054464,-5.60463511e-07,0.00020017000000027707
0.0054514,-6.14769597e-07,0.00019642999999991417
0.0054564,-6.66326422e-07,0.0001917000000002389
0.0054614,-7.14903501e-07,0.00018600000000024153
0.0054664,-7.60283673e-07,0.0001793500000002446
0.0054714,-8.02264072e-07,0.00017178000000006577
0.0054764,-8.40657037e-07,0.00016332999999990605
0.0054814,-8.75290946e-07,0.0001540300000000272
0.0054864,-9.06010989e-07,0.00014392000000018612
0.0054914,-9.32679854e-07,0.00013305000000007894
0.0054964,-9.55178345e-07,0.00012147000000028996
0.0055014,-9.73405914e-07,0.00010922000000013199
0.0055064,-9.87281108e-07,9.637000000006779e-05
0.0055114,-9.96741936e-07,8.296000000029835e-05
0.0055164,-1.00174614e-06,6.906999999989338e-05
0.0055214,-1.0022714e-06,5.473999999994206e-05
0.0055264,-9.98315417e-07,4.0049999999958175e-05
0.0055314,-9.89895915e-07,2.505000000008195e-05
0.0055364,-9.77050591e-07,9.830000000210504e-06
0.0055414,-9.59836924e-07,-5.569999999899267e-06
0.0055464,-9.38331923e-07,-2.1059999999906154e-05
0.0055514,-9.12631785e-07,-3.656999999979149e-05
0.0055564,-8.82851461e-07,-5.204999999985915e-05
0.0055614,-8.49124144e-07,-6.741999999970716e-05
0.0055664,-8.11600674e-07,-8.25999999998217e-05
0.0055714,-7.70448862e-07,-9.754000000006258e-05
0.0055764,-7.25852738e-07,-0.00011216000000002779
0.0055814,-6.78011733e-07,-0.00012641000000002123
0.0055864,-6.27139782e-07,-0.000140210000000085
0.0055914,-5.7346437e-07,-0.00015349999999969555
0.0055964,-5.17225513e-07,-0.00016623000000004495
0.0056014,-4.58674688e-07,-0.0001783399999997215
0.0056064,-3.98073705e-07,-0.0001897600000000388
0.0056114,-3.35693537e-07,-0.00020045999999984687
0.0056164,-2.71813111e-07,-0.0002103799999999545
0.0056214,-2.06718057e-07,-0.00021947999999971657
0.0056264,-1.40699433e-07,-0.0002277199999998203
0.0056314,-7.40524257e-08,-0.00023505000000012544
0.0056364,-7.07502457e-09,-0.00024144999999986538
0.0056414,5.99333045e-08,-0.00024689000000011063
0.0056464,1.26672961e-07,-0.000251329999999772
0.0056514,1.9284555e-07,-0.0002547699999997377
0.0056564,2.58155212e-07,-0.00025719000000012926
0.0056614,3.22309953e-07,-0.00025855999999979673
0.0056664,3.85022942e-07,-0.00025889999999995084
0.0056714,4.460138e-07,-0.00025818999999982495
0.0056764,5.05009849e-07,-0.00025642999999986316
0.0056814,5.61747334e-07,-0.0002536399999999439
0.0056864,6.15972601e-07,-0.00024983000000000644
0.0056914,6.67443229e-07,-0.00024500999999998996
0.0056964,7.15929119e-07,-0.00023919999999977293
0.0057014,7.61213517e-07,-0.0002324300000000612
0.0057064,8.03093985e-07,-0.00022472999999978427
0.0057114,8.4138331e-07,-0.00021613000000009208
0.0057164,8.75910334e-07,-0.00020666999999985336
0.0057214,9.06520722e-07,-0.0001964000000000965
0.0057264,9.33077655e-07,-0.000185349999999751
0.0057314,9.55462436e-07,-0.00017356999999984524
0.0057364,9.73575026e-07,-0.0001611299999999538
0.0057414,9.87334487e-07,-0.0001480699999998336
0.0057464,9.96679343e-07,-0.00013445000000000817
0.0057514,1.00156786e-06,-0.00012034000000005207
0.0057564,1.00197823e-06,-0.00010577999999972221
0.0057614,9.97908663e-07,-9.085999999980388e-05
0.0057664,9.89377402e-07,-7.563999999993243e-05
0.0057714,9.76422638e-07,-6.017999999974322e-05
0.0057764,9.59102339e-07,-4.4549999999699e-05
0.0057814,9.37493992e-07,-2.882999999975766e-05
0.0057864,9.11694255e-07,-1.3079999999998648e-05
0.0057914,8.81818526e-07,2.630000000003463e-06
0.0057964,8.48000423e-07,1.822000000029078e-05
0.0058014,8.10391191e-07,3.362999999989569e-05
0.0058064,7.69159027e-07,4.8790000000131784e-05
0.0058114,7.24488318e-07,6.3620000000153e-05
0.0058164,6.7657883e-07,7.80700000002632e-05
0.0058214,6.25644803e-07,9.206999999999965e-05
0.0058264,5.71913999e-07,0.00010555000000023185
0.0058314,5.15626684e-07,0.00011844999999999217
0.0058364,4.57034549e-07,0.0001307200000000286
0.0058414,3.9639959e-07,0.0001423100000002009
0.0058464,3.33992931e-07,0.0001531500000000463
0.0058514,2.70093618e-07,0.00016320000000025203
0.0058564,2.04987366e-07,0.000172420000000173
0.0058614,1.38965282e-07,0.00018075000000017383
0.0058664,7.23225673e-08,0.00018817999999987123
0.0058714,5.35719363e-09,0.00019465000000007393
0.0058764,-6.16314276e-08,0.00020014999999995453
0.0058814,-1.28343784e-07,0.00020465000000013944
0.0058864,-1.94481602e-07,0.0002081199999999228
0.0058914,-2.5974918e-07,0.0002105500000002536
0.0058964,-3.23854709e-07,0.00021191999999992106
0.0059014,-3.86511581e-07,0.00021224000000019672
0.0059064,-4.47439667e-07,0.00021150000000025315
0.0059114,-5.06366569e-07,0.0002097100000000296
0.0059164,-5.63028841e-07,0.0002068600000000309
0.0059214,-6.17173167e-07,0.00020297000000013554
0.0059264,-6.68557487e-07,0.00019806000000022195
0.0059314,-7.16952087e-07,0.0001921600000001078
0.0059364,-7.62140623e-07,0.0001852700000002372
0.0059414,-8.03921085e-07,0.00017745000000024547
0.0059464,-8.42106706e-07,0.00016871000000007186
0.0059514,-8.76526793e-07,0.0001591100000002399
0.0059564,-9.0702749e-07,0.00014867000000018393
0.0059614,-9.33472466e-07,0.00013745999999992264
0.0059664,-9.55743527e-07,0.00012551000000016188
0.0059714,-9.73741141e-07,0.0001128800000000929
0.0059764,-9.87384884e-07,9.962000000030002e-05
0.0059814,-9.96613799e-07,8.581000000029704e-05
0.0059864,-1.00138667e-06,7.149000000028494e-05
0.0059914,-1.0016822e-06,5.673000000028239e-05
0.0059964,-9.97499125e-07,4.158999999992474e-05
0.0060014,-9.88856184e-07,2.615000000005807e-05
0.0060064,-9.75792073e-07,1.048000000025695e-05
0.0060114,-9.58365247e-07,-5.369999999782493e-06
0.0060164,-9.3665367e-07,-2.1309999999719054e-05
0.0060214,-9.10754461e-07,-3.7269999999978154e-05
0.0060264,-8.80783462e-07,-5.3190000000036264e-05
0.0060314,-8.46874719e-07,-6.898999999993549e-05
0.0060364,-8.09179882e-07,-8.461000000004049e-05
0.0060414,-7.67867528e-07,-9.996999999994927e-05
0.0060464,-7.23122406e-07,-0.00011498999999970394
0.0060514,-6.75144611e-07,-0.0001296299999999917
0.0060564,-6.24148691e-07,-0.00014380999999996646
0.0060614,-5.70362685e-07,-0.00015746000000005367
0.0060664,-5.14027103e-07,-0.0001705300000001131
0.0060714,-4.55393854e-07,-0.00018295000000012607
0.0060764,-3.94725117e-07,-0.0001946799999998916
0.0060814,-3.32292167e-07,-0.00020564999999983513
0.0060864,-2.68374168e-07,-0.00021581999999975565
0.0060914,-2.03256917e-07,-0.00022513999999995704
0.0060964,-1.37231572e-07,-0.00023357999999973345
0.0061014,-7.05933481e-08,-0.0002410799999998936
0.0061064,-3.64019632e-09,-0.0002476300000000542
0.0061114,6.33285263e-08,-0.000253180000000075
0.0061164,1.30013397e-07,-0.0002577100000000776
0.0061214,1.96116264e-07,-0.00026121000000012273
0.0061264,2.61341582e-07,-0.00026364999999994865
0.0061314,3.25397733e-07,-0.00026502999999999943
0.0061364,3.87998328e-07,-0.0002653399999998918
0.0061414,4.48863489e-07,-0.00026457000000013053
0.0061464,5.07721102e-07,-0.00026272999999976676
0.0061514,5.6430803e-07,-0.00025981999999968863
0.0061564,6.18371292e-07,-0.0002558699999997138
0.0061614,6.69669193e-07,-0.00025087999999984234
0.0061664,7.17972404e-07,-0.0002448699999999526
0.0061714,7.63064989e-07,-0.0002378899999997408
0.0061764,8.0474537e-07,-0.00022994000000009507
0.0061814,8.42827225e-07,-0.00022107999999976258
0.0061864,8.77140325e-07,-0.00021132999999995405
0.0061914,9.07531293e-07,-0.00020074999999986076
0.0061964,9.33864289e-07,-0.00018938000000012778
0.0062014,9.5602162e-07,-0.00017726000000006792
0.0062064,9.73904261e-07,-0.00016445999999969985
0.0062114,9.87432302e-07,-0.00015103000000005196
0.0062164,9.96545305e-07,-0.0001370199999999322
0.0062214,1.00120257e-06,-0.00012250999999974255
0.0062264,1.00138332e-06,-0.00010756000000000654
0.0062314,9.97086804e-07,-9.222999999991544e-05
0.0062364,9.88332266e-07,-7.658999999993199e-05
0.0062414,9.751589e-07,-6.071000000007487e-05
0.0062464,9.57625652e-07,-4.466999999985788e-05
0.0062514,9.35810961e-07,-2.8529999999804545e-05
0.0062564,9.09812407e-07,-1.2359999999933535e-05
0.0062614,8.79746276e-07,3.7500000003021228e-06
0.0062664,8.45747039e-07,1.9749999999874035e-05
0.0062714,8.07966751e-07,3.555000000021735e-05
0.0062764,7.6657437e-07,5.110000000030368e-05
0.0062814,7.21755005e-07,6.630000000029668e-05
0.0062864,6.73709081e-07,8.110999999999535e-05
0.0062914,6.22651452e-07,9.54499999998859e-05
0.0062964,5.6881043e-07,0.0001092700000002722
0.0063014,5.12426775e-07,0.00012247999999992487
0.0063064,4.53752607e-07,0.0001350499999999144
0.0063114,3.9305029e-07,0.00014690000000028292
0.0063164,3.3059125e-07,0.00015798999999994123
0.0063214,2.66654765e-07,0.0001682700000000814
0.0063264,2.01526716e-07,0.00017769000000011914
0.0063314,1.3549831e-07,0.00018621000000029753
0.0063364,6.88647729e-08,0.00019378999999997149
0.0063414,1.92403737e-09,0.00020040000000021152
0.0063464,-6.50245961e-08,0.00020599999999992846
0.0063514,-1.31681794e-07,0.00021057000000013204
0.0063564,-1.9774953e-07,0.00021409000000005562
0.0063614,-2.62932415e-07,0.00021654000000026485
0.0063664,-3.2693902e-07,0.00021791999999987155
0.0063714,-3.89483178e-07,0.00021819999999994621
0.0063764,-4.50285264e-07,0.00021741000000030652
0.0063814,-5.09073446e-07,0.00021552000000024663
0.0063864,-5.65584897e-07,0.0002125699999999675
0.0063914,-6.19566974e-07,0.0002085400000000348
0.0063964,-6.70778345e-07,0.00020348000000014466
0.0064014,-7.18990067e-07,0.00019737999999991374
0.0064064,-7.63986616e-07,0.00019028999999992635
0.0064114,-8.05566839e-07,0.00018224000000000018
0.0064164,-8.43544865e-07,0.0001732599999999529
0.0064214,-8.77750929e-07,0.00016338000000004627
0.0064264,-9.08032131e-07,0.00015265999999991564
0.0064314,-9.34253124e-07,0.0001411400000002061
0.0064364,-9.56296713e-07,0.00012887000000016968
0.0064414,-9.74064385e-07,0.0001158999999999466
0.0064464,-9.87476742e-07,0.00010229999999999961
0.0064514,-9.96473863e-07,8.812999999996407e-05
0.0064564,-1.00101557e-06,7.343999999998019e-05
0.0064614,-1.0010816e-06,5.831000000000586e-05
0.0064664,-9.96671703e-07,4.2790000000181294e-05
0.0064714,-9.87805648e-07,2.6969999999959526e-05
0.0064764,-9.74523122e-07,1.0910000000308173e-05
0.0064814,-9.56883557e-07,-5.320000000086367e-06
0.0064864,-9.34965868e-07,-2.164999999987316e-05
0.0064914,-9.08868096e-07,-3.799999999998249e-05
0.0064964,-8.78706969e-07,-5.429999999995161e-05
0.0065014,-8.44617385e-07,-7.047999999976184e-05
0.0065064,-8.06751801e-07,-8.644999999996017e-05
0.0065114,-7.65279558e-07,-0.0001021699999999015
0.0065164,-7.2038612e-07,-0.00011753999999974951
0.0065214,-6.72272246e-07,-0.00013250999999980806
0.0065264,-6.21153089e-07,-0.00014700000000011926
0.0065314,-5.67257242e-07,-0.0001609600000000988
0.0065364,-5.10825704e-07,-0.0001743099999997888
0.0065414,-4.52110815e-07,-0.00018699999999993722
0.0065464,-3.91375117e-07,-0.00019897999999995974
0.0065514,-3.28890185e-07,-0.00021017999999983772
0.0065564,-2.64935415e-07,-0.00022055999999981424
0.0065614,-1.99796768e-07,-0.00023006999999974909
0.0065664,-1.33765499e-07,-0.00023865999999994614
0.0065714,-6.71368467e-08,-0.00024631000000008285
0.0065764,-2.08721496e-10,-0.000252970000000019
0.0065814,6.67196324e-08,-0.00025860999999993695
0.0065864,1.33348973e-07,-0.0002632099999999582
0.0065914,1.99381396e-07,-0.00026674999999976023
0.0065964,2.64521674e-07,-0.0002692099999999087
0.0066014,3.28478565e-07,-0.00027058000000002025
0.0066064,3.90966128e-07,-0.0002708499999997116
0.0066114,4.51704989e-07,-0.0002700199999998709
0.0066164,5.10423598e-07,-0.00026809999999999334
0.0066214,5.6685944e-07,-0.0002650900000000789
0.0066264,6.20760211e-07,-0.00026101000000000596
0.0066314,6.71884941e-07,-0.0002558599999997746
0.0066364,7.20005076e-07,-0.0002496899999999691
0.0066414,7.649055e-07,-0.0002424999999997013
0.0066464,8.06385491e-07,-0.00023433999999999955
0.0066514,8.44259626e-07,-0.00022523999999979338
0.0066564,8.78358604e-07,-0.00021525000000011119
0.0066614,9.08530005e-07,-0.00020438999999994323
0.0066664,9.34638971e-07,-0.00019272999999975227
0.0066714,9.5656881e-07,-0.0001803200000001226
0.0066764,9.74221515e-07,-0.0001672099999998622
0.0066814,9.87518205e-07,-0.00015344999999999942
0.0066864,9.96399475e-07,-0.00013911000000010887
0.0066914,1.00082566e-06,-0.00012425999999976511
0.0066964,1.00077702e-06,-0.00010895999999993577
0.0067014,9.96253825e-07,-9.327999999975134e-05
0.0067064,9.87276336e-07,-7.727999999973534e-05
0.0067114,9.73884742e-07,-6.103999999984566e-05
0.0067164,9.56138966e-07,-4.46400000000402e-05
0.0067214,9.34118395e-07,-2.8139999999954313e-05
0.0067264,9.07921532e-07,-1.1619999999989972e-05
0.0067314,8.77665547e-07,4.850000000278243e-06
0.0067364,8.43485762e-07,2.119000000000426e-05
0.0067414,8.05535039e-07,3.7330000000057595e-05
0.0067464,7.63983097e-07,5.319999999997549e-05
0.0067514,7.19015757e-07,6.873000000018337e-05
0.0067564,6.70834109e-07,8.384000000027925e-05
0.0067614,6.1965361e-07,9.847000000018369e-05
0.0067664,5.65703124e-07,0.00011256000000026134
0.0067714,5.09223898e-07,0.00012604000000004945
0.0067764,4.50468482e-07,0.00013884999999991265
0.0067814,3.896996e-07,0.00015093000000021561
0.0067864,3.27188977e-07,0.00016222999999992993
0.0067914,2.63216122e-07,0.00017270000000024766
0.0067964,1.98067078e-07,0.0001822900000001404
0.0068014,1.32033144e-07,0.00019096000000029534
0.0068064,6.54095742e-08,0.00019866000000012818
0.0068114,-1.50574658e-09,0.00020537000000020456
0.0068164,-6.84136307e-08,0.0002110499999998794
0.0068214,-1.35014927e-07,0.0002156800000001624
0.0068264,-2.01011859e-07,0.00021922999999990367
0.0068314,-2.66109355e-07,0.00022169000000005212
0.0068364,-3.30016367e-07,0.00022306000000016368
0.0068414,-3.92447175e-07,0.00022330999999997658
0.0068464,-4.53122659e-07,0.00022244999999987414
0.0068514,-5.11771554e-07,0.00022049000000023966
0.0068564,-5.68131657e-07,0.00021743000000018498
0.0068614,-6.21951e-07,0.0002132800000000934
0.0068664,-6.72988979e-07,0.00020807000000022668
0.0068714,-7.21017428e-07,0.00020181000000007998
0.0068764,-7.6582164e-07,0.00019454000000029836
0.0068814,-8.07201325e-07,0.0001862799999998721
0.0068864,-8.44971507e-07,0.00017706999999989037
0.0068914,-8.7896335e-07,0.0001669600000000493
0.0068964,-9.09024913e-07,0.00015598000000016654
0.0069014,-9.3502183e-07,0.00014418999999987747
0.0069064,-9.56837909e-07,0.0001316500000001497
0.0069114,-9.74375652e-07,0.00011838999999991273
0.0069164,-9.87556692e-07,0.00010449000000001263
0.0069214,-9.96322141e-07,9.000000000014552e-05
0.0069264,-1.00063286e-06,7.50000000002693e-05
0.0069314,-1.00046961e-06,5.9540000000080084e-05
0.0069364,-9.95833173e-07,4.3699999999979866e-05
0.0069414,-9.8674433e-07,2.754000000004808e-05
0.0069464,-9.73243764e-07,1.1150000000181848e-05
0.0069514,-9.55391881e-07,-5.419999999922709e-06
0.0069564,-9.33268546e-07,-2.2079999999924382e-05
0.0069614,-9.06972719e-07,-3.8759999999804506e-05
0.0069664,-8.76622014e-07,-5.538000000004928e-05
0.0069714,-8.42352176e-07,-7.186999999975185e-05
0.0069764,-8.04316467e-07,-8.815999999978175e-05
0.0069814,-7.6268499e-07,-0.00010418000000012029
0.0069864,-7.1764392e-07,-0.00011984999999992141
0.0069914,-6.69394676e-07,-0.0001350900000001154
0.0069964,-6.18153017e-07,-0.00014986000000005717
0.0070014,-5.64148082e-07,-0.00016406999999984961
0.0070064,-5.07621359e-07,-0.00017765999999985738
0.0070114,-4.48825613e-07,-0.00019057999999994024
0.0070164,-3.88023746e-07,-0.00020276000000007954
0.0070214,-3.25487632e-07,-0.00021414999999969098
0.0070264,-2.61496892e-07,-0.0002246999999999666
0.0070314,-1.96337651e-07,-0.000234359999999878
0.0070364,-1.30301252e-07,-0.00024309000000011238
0.0070414,-6.36829604e-08,-0.00025084000000008544
0.0070464,3.21936215e-09,-0.00025759999999985794
0.0070514,7.01065864e-08,-0.00026330999999979454
0.0070564,1.36679654e-07,-0.000267959999999956
0.0070614,2.02640914e-07,-0.0002715200000000806
0.0070664,2.67695454e-07,-0.0002739899999997242
0.0070714,3.3155242e-07,-0.0002753399999999573
0.0070764,3.93926314e-07,-0.00027556999999989173
0.0070814,4.54538273e-07,-0.00027468999999991084
0.0070864,5.13117313e-07,-0.00027269000000007537
0.0070914,5.69401544e-07,-0.00026957999999988047
0.0070964,6.23139339e-07,-0.00026536999999970945
0.0071014,6.74090457e-07,-0.0002600899999998241
0.0071064,7.22027122e-07,-0.0002537499999997195
0.0071114,7.66735036e-07,-0.00024639000000004074
0.0071164,8.08014341e-07,-0.00023803999999971737
0.0071214,8.45680508e-07,-0.00022873999999983852
0.0071264,8.79565167e-07,-0.00021850999999983856
0.0071314,9.09516856e-07,-0.00020741999999973615
0.0071364,9.35401701e-07,-0.0001955099999997323
0.0071414,9.57104011e-07,-0.0001828399999999064
0.0071464,9.74526797e-07,-0.00016945000000001542
0.0071514,9.87592205e-07,-0.00015541000000007799
0.0071564,9.96241865e-07,-0.00014079000000011277
0.0071614,1.00043715e-06,-0.0001256399999998159
0.0071664,1.00015935e-06,-0.00011004000000003344
0.0071714,9.95409748e-07,-9.404999999995667e-05
0.0071764,9.86209636e-07,-7.774000000004833e-05
0.0071814,9.7260019e-07,-6.119999999976145e-05
0.0071864,9.54642308e-07,-4.448000000012442e-05
0.0071914,9.32416325e-07,-2.7680000000085414e-05
0.0071964,9.06021662e-07,-1.0849999999784643e-05
0.0072014,8.75576374e-07,5.9100000000533726e-06
0.0072064,8.41216629e-07,2.2550000000176595e-05
0.0072114,8.03096092e-07,3.898000000024382e-05
0.0072164,7.61385244e-07,5.5120000000297154e-05
0.0072214,7.16270615e-07,7.092000000019638e-05
0.0072264,6.67953952e-07,8.629000000004439e-05
0.0072314,6.16651317e-07,0.00010117000000020582
0.0072364,5.62592121e-07,0.00011549000000021792
0.0072414,5.06018095e-07,0.00012919000000000125
0.0072464,4.47182213e-07,0.00014220999999992046
0.0072514,3.8634756e-07,0.00015447999999995687
0.0072564,3.23786154e-07,0.0001659499999999703
0.0072614,2.5977773e-07,0.00017657000000026457
0.0072664,1.94608491e-07,0.00018630000000019464
0.0072714,1.28569826e-07,0.00019508000000012515
0.0072764,6.19570099e-08,0.00020289000000017765
0.0072814,-4.9321205e-09,0.0002096700000002727
0.0072864,-7.17984949e-08,0.0002154199999999662
0.0072914,-1.38343148e-07,0.0002200800000000669
0.0072964,-2.04268557e-07,0.00022366000000006991
0.0073014,-2.69279968e-07,0.00022612000000021837
0.0073064,-3.33086722e-07,0.00022746000000006816
0.0073114,-3.95403544e-07,0.0002276800000000634
0.0073164,-4.55951826e-07,0.0002267599999998815
0.0073214,-5.1446087e-07,0.00022472000000028913
0.0073264,-5.70669099e-07,0.00022155999999995402
0.0073314,-6.24325225e-07,0.00021730000000008687
0.0073364,-6.75189374e-07,0.00021195000000018283
0.0073414,-7.23034156e-07,0.0002055499999999988
0.0073464,-7.67645686e-07,0.00019810999999991807
0.0073514,-8.08824536e-07,0.00018966000000020244
0.0073564,-8.46386627e-07,0.00018026000000004316
0.0073614,-8.80164054e-07,0.00016994000000014609
0.0073664,-9.10005835e-07,0.0001587400000002681
0.0073714,-9.35778586e-07,0.0001467200000000446
0.0073764,-9.57367118e-07,0.0001339200000001206
0.0073814,-9.74674951e-07,0.00012041000000007074
0.0073864,-9.87624746e-07,0.00010624999999997442
0.0073914,-9.96158647e-07,9.148999999997187e-05
0.0073964,-1.00023855e-06,7.621000000002098e-05
0.0074014,-9.99846248e-07,6.0470000000201196e-05
0.0074064,-9.94983555e-07,4.434000000008709e-05
0.0074114,-9.85672254e-07,2.7900000000080638e-05
0.0074164,-9.71954025e-07,1.1220000000200514e-05
0.0074214,-9.53890248e-07,-5.629999999978708e-06
0.0074264,-9.31561736e-07,-2.257999999999427e-05
0.0074314,-9.05068364e-07,-3.9530000000009835e-05
0.0074364,-8.74528631e-07,-5.642999999988518e-05
0.0074414,-8.40079127e-07,-7.320000000010651e-05
0.0074464,-8.01873917e-07,-8.974999999988853e-05
0.0074514,-7.60083862e-07,-0.0001060299999999792
0.0074564,-7.14895845e-07,-0.00012194000000009808
0.0074614,-6.66511942e-07,-0.00013743000000010497
0.0074664,-6.15148515e-07,-0.00015241000000010274
0.0074714,-5.61035246e-07,-0.0001668399999998904
0.0074764,-5.04414109e-07,-0.00018063000000001495
0.0074814,-4.45538288e-07,-0.00019372999999989204
0.0074864,-3.84671047e-07,-0.00020608999999982558
0.0074914,-3.22084549e-07,-0.00021762999999985766
0.0074964,-2.58058641e-07,-0.00022831999999972652
0.0075014,-1.92879604e-07,-0.00023810999999973603
0.0075064,-1.26838872e-07,-0.00024693999999980676
0.0075114,-6.02317278e-08,-0.000254780000000121
0.0075164,6.64401695e-09,-0.00026159999999997297
0.0075214,7.34893517e-08,-0.000267369999999989
0.0075264,1.40005406e-07,-0.00027204999999996815
0.0075314,2.05894783e-07,-0.0002756299999999712
0.0075364,2.70862893e-07,-0.00027809000000011963
0.0075414,3.34619268e-07,-0.0002794200000000302
0.0075464,3.96878859e-07,-0.00027960999999976366
0.0075514,4.57363315e-07,-0.0002786699999997033
0.0075564,5.15802224e-07,-0.00027658999999990996
0.0075614,5.7193432e-07,-0.0002733799999998787
0.0075664,6.25508657e-07,-0.00026906999999987136
0.0075714,6.76285726e-07,-0.0002636599999998879
0.0075764,7.24038528e-07,-0.00025717999999974595
0.0075814,7.68553588e-07,-0.00024965999999970734
0.0075864,8.0963191e-07,-0.00024113999999997304
0.0075914,8.47089864e-07,-0.00023164999999991664
0.0075964,8.80760011e-07,-0.00022122999999973914
0.0076014,9.10491848e-07,-0.00020993000000002482
0.0076064,9.36152484e-07,-0.00019780000000002573
0.0076114,9.5762723e-07,-0.0001848899999998821
0.0076164,9.74820116e-07,-0.00017126000000011743
0.0076214,9.87654314e-07,-0.00015697999999986223
0.0076264,9.96072489e-07,-0.0001420999999997008
0.0076314,1.00003705e-06,-0.00012670000000003512
0.0076364,9.99530312e-07,-0.00011083000000011722
0.0076414,9.94554595e-07,-9.457999999984423e-05
0.0076464,9.85132189e-07,-7.800999999973968e-05
0.0076514,9.7130527e-07,-6.119999999976145e-05
0.0076564,9.53135706e-07,-4.4219999999928206e-05
0.0076614,9.30704781e-07,-2.714999999975376e-05
